Segment,Respondent_Serial,NPS1_1,NPS_Recode,NPS2
Phone,37232,7,Passive,IT'S THE WAY I FEEL
Phone,37233,0,Detractor,Overly expensive
Phone,37234,0,Detractor,not happy with service
Phone,37235,8,Passive,I have had pre paid cell phones for 11 years  with At&t also I have internet services and my base home phone service is through them.
Phone,37240,9,Promoter,
Phone,37241,8,Passive,quality service
Phone,37243,10,Promoter,"Great service, friendly staff, no problems with service"
Phone,37246,10,Promoter,Verizon is always there for me.
Phone,37247,9,Promoter,good service...good prices...good value
Phone,37249,8,Passive,I wish we could choose the stations to have instead of having the stations given to us.
Phone,37254,6,Detractor,I have had too many interuuptions where I got charged for time warners problem
Phone,37256,8,Passive,so far ---so good--- with service from directv
Phone,37259,4,Detractor,becaue they keep changing the rates and adding charges
Phone,37262,8,Passive,Reliability
Phone,37268,9,Promoter,not ure
Phone,37269,7,Passive,"There have been a couple of issues with service, but overall the service has been good.  However, I feel that the price is higher than necessary for the product."
Phone,37274,9,Promoter,ggsfdgs
Phone,37276,7,Passive,internet sucks
Phone,37283,5,Detractor,it keeps rising in price
Phone,37286,9,Promoter,Good Service
Phone,37289,7,Passive,Too expensive.
Phone,37290,8,Passive,
Phone,37291,8,Passive,good experience with the verizon
Phone,37293,6,Detractor,too expensive.
Phone,37294,3,Detractor,I rarely make recommendations of products or services to anyone.
Phone,37295,8,Passive,it works
Phone,37297,8,Passive,you get service where ever you go!
Phone,37299,5,Detractor,cost is high
Phone,37301,8,Passive,"Just switched, so far everything is good."
Phone,37302,8,Passive,I never had issues with connectivity since I switched to AT&T unlike when with I am with Comcast. I like the quality of the picture on our TV. I rated it 8 (not 10) because of the price.
Phone,37304,8,Passive,i've done very well with verizon
Phone,37308,9,Promoter,it has a great service
Phone,37314,10,Promoter,Its a good company
Phone,37315,8,Passive,not as good as i expected
Phone,37322,8,Passive,no issues
Phone,37323,7,Passive,good price. always willing to work with you
Phone,37329,7,Passive,great
Phone,37330,5,Detractor,They are no great shakes
Phone,37331,10,Promoter,
Phone,37333,4,Detractor,their service is not so good and very pricey .They increase the prices every year
Phone,37340,0,Detractor,"too expensive, always raising their rates"
Phone,37342,10,Promoter,Have had no problems.
Phone,37346,8,Passive,service is good
Phone,37349,9,Promoter,great
Phone,37350,10,Promoter,they always have good service
Phone,37351,7,Passive,
Phone,37352,1,Detractor,"do not know the specific product, I like to meet you offer and what are its advantages"
Phone,37355,8,Passive,no problems with them
Phone,37356,9,Promoter,I have really enjoyed their service
Phone,37357,3,Detractor,"tv service and dvr stink, the machines are noisy, the dvr hold very little, the menu is difficult to use"
Phone,37363,8,Passive,
Phone,37365,9,Promoter,bundle package. Better faster internet speeds.
Phone,37369,9,Promoter,Verizon Fios has stable connection in downloading and uploading due to fiber optics property
Phone,37370,8,Passive,
Phone,37374,9,Promoter,goood customer service  immediately they resolved issue
Phone,37375,10,Promoter,price and service
Phone,37376,9,Promoter,good quality of service
Phone,37377,6,Detractor,"Service is poor - slow internet, static landline."
Phone,37379,8,Passive,
Phone,37380,8,Passive,have had FREQUENT problems over the years but finally agree at a price that I think is fair for the service/level of service thatI receive
Phone,37385,6,Detractor,it is just ok
Phone,37388,10,Promoter,I have never had any problems!
Phone,37389,9,Promoter,excellent
Phone,37395,9,Promoter,Good service
Phone,37398,5,Detractor,its expensive
Phone,37400,7,Passive,
Phone,37401,6,Detractor,"good reliable service, but high priced and raises cost too often"
Phone,37403,8,Passive,
Phone,37405,10,Promoter,good deal save money
Phone,37406,10,Promoter,good service with no problems
Phone,37408,2,Detractor,
Phone,37409,8,Passive,
Phone,37413,6,Detractor,I think they are high in price
Phone,37416,3,Detractor,their customer service is horrible and they are over priced and always trying to get you to upgrade
Phone,37417,7,Passive,"Inexpensive, works well for snowbirds."
Phone,37419,8,Passive,
Phone,37422,6,Detractor,It is a good arrangement for me
Phone,37424,10,Promoter,Great company with great prices.
Phone,37425,8,Passive,Service and speed
Phone,37428,10,Promoter,IT IS A VERY GOOD SERVICE
Phone,37429,8,Passive,"Service is good, but sometimes they add random charges to your bill for no reason."
Phone,37432,10,Promoter,excellent service.
Phone,37436,7,Passive,
Phone,37437,5,Detractor,"Too expensive; 2 year contract; lousy movies on Premium Channels; Internet good, Phone service good & reasonable."
Phone,37438,6,Detractor,Cable costs are expensive and go up every year
Phone,37440,10,Promoter,99.9% up time and reliability
Phone,37441,10,Promoter,Great bundle for a great price
Phone,37443,8,Passive,both are good
Phone,37444,8,Passive,Good picture and good customer service.
Phone,37447,9,Promoter,
Phone,37448,9,Promoter,The rating is my true and objective opinion.
Phone,37455,10,Promoter,it is a good rating
Phone,37456,9,Promoter,The provide good service
Phone,37457,4,Detractor,their cost continues to excelate
Phone,37459,7,Passive,only choice
Phone,37460,2,Detractor,Very expensive!!!
Phone,37462,8,Passive,"I think they have the best picture quality, although they are very expensive."
Phone,37463,8,Passive,"works well, technician are knowledgeable and price is reasonable."
Phone,37464,8,Passive,consistent good service
Phone,37465,10,Promoter,good
Phone,37474,4,Detractor,Unreliable service
Phone,37475,9,Promoter,I have not had any problems with my current service so have been primarily satisfied
Phone,37477,7,Passive,the price for all services are to high - they give discounts to first time users and loyal customers never receive any discounts
Phone,37481,7,Passive,
Phone,37483,9,Promoter,friendly customer service
Phone,37485,6,Detractor,I think they are too expensive and get more so every year.  I have many channels I never use-I should be able to pick and choose what channels I want and get a cheaper bill
Phone,37486,8,Passive,
Phone,37489,7,Passive,"only have dsl in my area, not fios"
Phone,37492,0,Detractor,poor service for cable tv and poor customer service and high price
Phone,37495,10,Promoter,su proveedor
Phone,37496,7,Passive,Only option i have
Phone,37497,9,Promoter,they give very good service
Phone,37498,7,Passive,It serves me well in its purpose.
Phone,37500,5,Detractor,
Phone,37502,10,Promoter,I just think it is perfect. Well worth the money spent on this comapny
Phone,37503,10,Promoter,
Phone,37505,7,Passive,
Phone,37508,7,Passive,in my opinion this brand has always known me a quality service so recommend them
Phone,37509,9,Promoter,"I have been a comcast customer for years, I love the service."
Phone,37511,5,Detractor,I am satisfied with my service but I am not sure if there is not a better deal out there just don't feel like changing right now.
Phone,37513,7,Passive,I HAVE HAD SOME ISSUES
Phone,37515,5,Detractor,
Phone,37516,5,Detractor,Great service and content.  Cost is quite high and always increasing.  Have to constantly call to make sure that I am getting the best deal.
Phone,37520,10,Promoter,Best service provider. Internet & Customer both services are good.
Phone,37521,6,Detractor,god service but expensive
Phone,37522,7,Passive,
Phone,37523,8,Passive,
Phone,37524,9,Promoter,"Good reception, good customer service"
Phone,37525,8,Passive,Great service and accommodating emplyees
Phone,37526,5,Detractor,
Phone,37528,4,Detractor,"TOO EXPENSIVE, MANY EQUIPMENT PROBLEMS!"
Phone,37529,10,Promoter,great service
Phone,37531,6,Detractor,I usually don't do recommendations of any kind
Phone,37535,10,Promoter,they are great
Phone,37537,7,Passive,"I like Verizon so far for pricing on my bundle, but I know not to attain cell phone service with them due to difficulty with their pricing and service. Their television service could be put together at least a little better."
Phone,37539,5,Detractor,The service itself is good but customer service is terrible.  So I selected a number in the middle.
Phone,37540,10,Promoter,good
Phone,37541,9,Promoter,LOVE IT
Phone,37542,7,Passive,I like AT&T.  They are reliable and have good service in this area.  I do not like some of their unfair business practices which arbitrarily raise rates unexpectedly.
Phone,37544,10,Promoter,great service
Phone,37545,5,Detractor,"I have fast internet, which I like.  But, the service is horrid."
Phone,37546,9,Promoter,great quality and lack of problems
Phone,37547,9,Promoter,Verizon is great however I believe they charge too money for services.
Phone,37548,9,Promoter,
Phone,37555,6,Detractor,"charge way too much for their services, but is really the only cable company we can use in this area."
Phone,37556,5,Detractor,Only average service
Phone,37558,7,Passive,good service
Phone,37565,5,Detractor,We are supposed to get Centurylink's Prism but we have waited 5 years to no avail.
Phone,37567,9,Promoter,I think basically they are all the same. you start off with lower payments but after a year with any service they all go up
Phone,37569,5,Detractor,
Phone,37573,7,Passive,Expensive. Cannot choose television channels.
Phone,37574,6,Detractor,The service is not reliable but is the only one in my area
Phone,37581,7,Passive,it is expensive
Phone,37582,5,Detractor,
Phone,37585,10,Promoter,i get good service
Phone,37586,10,Promoter,good service
Phone,37587,7,Passive,fairly reliable
Phone,37589,8,Passive,I have no real complaints with Bright House.
Phone,37590,9,Promoter,
Phone,37593,8,Passive,
Phone,37596,3,Detractor,they charge to much
Phone,37599,6,Detractor,too expensive
Phone,37601,0,Detractor,worst service on the planet.incompetence throughout
Phone,37602,9,Promoter,
Phone,37603,0,Detractor,they suck too expensive  too many outages
Phone,37605,7,Passive,cost and the fact they dropped a channel I had without notice
Phone,37606,7,Passive,Like the service
Phone,37607,7,Passive,it's expensive but reliable
Phone,37608,9,Promoter,the service is great
Phone,37612,5,Detractor,
Phone,37615,2,Detractor,very slow and poor service- bad reputation
Phone,37616,9,Promoter,good bundle package
Phone,37618,8,Passive,i watned it that way
Phone,37624,10,Promoter,No issues with service
Phone,37625,8,Passive,"It's been a good service, few interruptions."
Phone,37628,10,Promoter,they have the best bundle deals
Phone,37629,8,Passive,Good service.
Phone,37632,8,Passive,Just because
Phone,37635,4,Detractor,it tends to bleep out alot
Phone,37637,8,Passive,
Phone,37638,5,Detractor,Service good but price is high
Phone,37641,7,Passive,Recently had problems with tv signals
Phone,37642,10,Promoter,I have been their customer for a number of years now and really like their cable service.
Phone,37653,7,Passive,Like it but it is expensive
Phone,37656,8,Passive,they are all of the same mold.
Phone,37657,8,Passive,Dependabiliity
Phone,37660,3,Detractor,poor connections with u-verse and internet
Phone,37662,10,Promoter,good service at a fair price
Phone,37663,8,Passive,It has been a good service for me
Phone,37665,10,Promoter,
Phone,37666,8,Passive,decent service
Phone,37673,8,Passive,"The service is good, but the prices could be better."
Phone,37677,8,Passive,
Phone,37678,10,Promoter,I have had no problems with  Frntier
Phone,37679,10,Promoter,had them for over 5 years and very happy with them
Phone,37682,6,Detractor,had a lot of problems getting computer to run
Phone,37687,0,Detractor,I'm trapped. due to my rual location I have very little options at a reasonible cost. Time Warner takes advantage of this.
Phone,37690,6,Detractor,have had some transmission issues lately
Phone,37697,8,Passive,
Phone,37701,6,Detractor,The basic phone package rate is too high
Phone,37706,9,Promoter,I think it is a good way to get 3 sevices together.
Phone,37707,10,Promoter,had it for a couple of years now and haven't had one problem with it
Phone,37708,7,Passive,"Outages on internet, of course, affects the phone. There are too many outages."
Phone,37711,6,Detractor,Cool
Phone,37715,10,Promoter,we've used Verizon FIOS for a number of years and have never had a problem with the service
Phone,37716,7,Passive,Technical support
Phone,37719,7,Passive,"Because when you need service, you have to wait too long for a technician to come to your home.  They are uncaring about how long you are without service."
Phone,37721,6,Detractor,
Phone,37724,9,Promoter,good service and loyalty discount
Phone,37725,7,Passive,could be better and provide better tv
Phone,37729,8,Passive,gerat
Phone,37730,4,Detractor,"not all that impressed with service, issues with credibility/trust"
Phone,37738,9,Promoter,
Phone,37739,5,Detractor,Customer service is not very good.
Phone,37743,9,Promoter,theyve been good
Phone,37744,7,Passive,"They are good, but high priced--only service availabe"
Phone,37746,9,Promoter,good coverage good rpices
Phone,37757,9,Promoter,"very few issues, great customer service, variety of channels, wi-fi hotspots,"
Phone,37759,0,Detractor,Problems with email address and poor customer support
Phone,37766,8,Passive,They have good customer service.
Phone,37767,9,Promoter,service is reliable and reasonable
Phone,37769,8,Passive,Have not been with them long enough to make a higher accessment
Phone,37779,10,Promoter,They have excellent customer service
Phone,37782,8,Passive,
Phone,37784,5,Detractor,Customer service
Phone,37787,1,Detractor,"getting sooo expensive, customer service is bad, sending bills out late, transferring you over and over"
Phone,37789,10,Promoter,"Very few service interruptions, good programming, quick internet, Channel 12 News."
Phone,37792,10,Promoter,Never had one problem with them
Phone,37794,1,Detractor,I cant stand att. terrible customer service
Phone,37796,8,Passive,IT IS RELIABLE
Phone,37797,3,Detractor,they are too expensive and dont feel honest
Phone,37801,6,Detractor,"High pricing, too many outages, poor reception."
Phone,37802,7,Passive,quite satisied with servic e but a little expensive
Phone,37803,6,Detractor,expensive
Phone,37804,6,Detractor,they keep changing the pricing  and have frequent outages
Phone,37813,9,Promoter,"Great service so far, a bit expensive tho."
Phone,37817,10,Promoter,service is amazing
Phone,37822,8,Passive,Nobody's perfect!
Phone,37823,9,Promoter,We have few problems w/ Xfinity.
Phone,37825,10,Promoter,I have had ATT for my phone and internet a long time and like it
Phone,37828,9,Promoter,I like it
Phone,37830,8,Passive,Well it makes it easier to bundle and TWC has been relatively good working with them on pricing and service issues.
Phone,37832,9,Promoter,
Phone,37833,5,Detractor,it is no better or worse than anyone else
Phone,37835,0,Detractor,They only want to give you a discount when you threaten to leave
Phone,37838,9,Promoter,Reliable service.
Phone,37843,6,Detractor,
Phone,37846,10,Promoter,
Phone,37847,10,Promoter,idk
Phone,37848,6,Detractor,"Pretty standard service - calls and Internet work , but Internet can be very slow."
Phone,37850,9,Promoter,
Phone,37853,2,Detractor,"Their repair service technicians vary greatly in apptitude. So it's unpredictable when they will get you back on-line after a problem occurs.  They charge way too much for the low speed (1Mbps) DSL they provide.  And, they don't consider Life-Line landline service as regular phone.  This means you can't get a bundled price and save $5.00."
Phone,37854,0,Detractor,lousy customer service
Phone,37864,10,Promoter,great service no problems
Phone,37867,7,Passive,
Phone,37869,10,Promoter,excellent service
Phone,37874,9,Promoter,
Phone,37878,8,Passive,The prices are very competitive and the service is very reliable.
Phone,37879,9,Promoter,I give the fact that there are offers out there that for less on TV.
Phone,37881,9,Promoter,I am content with the pricing and service I receive.
Phone,37883,7,Passive,Runs a little slow and doesn't have as many channels as Brighthouse
Phone,37885,7,Passive,
Phone,37890,6,Detractor,CRAPPY SERVICE
Phone,37891,7,Passive,
Phone,37895,6,Detractor,
Phone,37898,6,Detractor,internet slow
Phone,37905,3,Detractor,too expensive and too slow for internet
Phone,37906,9,Promoter,i like what i have
Phone,37911,5,Detractor,
Phone,37916,7,Passive,Great service but expensive. Small increases often
Phone,37917,9,Promoter,love the programming and the pictue quality
Phone,37918,6,Detractor,"internet goes out occasionally and phone drops occasionally. Nobody in their overseas based call center can speak English that I can understand, they do not speak English clearly."
Phone,37920,5,Detractor,poor service
Phone,37925,7,Passive,
Phone,37926,9,Promoter,
Phone,37927,8,Passive,reliable
Phone,37929,5,Detractor,nothing
Phone,37930,8,Passive,
Phone,37935,9,Promoter,I have always had a positive experience with them
Phone,37936,1,Detractor,constant price increase for mediocre services... lots out outages
Phone,37943,7,Passive,The price is high
Phone,37944,10,Promoter,
Phone,37945,10,Promoter,"I have been with them for a long time & I think they offer the best deal over-all, more channels, higher speeds and everything at the best price."
Phone,37947,1,Detractor,TV went off for 1 hour for no reason
Phone,37951,10,Promoter,they are very good
Phone,37952,2,Detractor,My bill has steadily gone up without any difference in the services provided.
Phone,37955,10,Promoter,
Phone,37958,8,Passive,cables resist salt air corrosion
Phone,37963,10,Promoter,
Phone,37975,5,Detractor,because they keep raising the prices for no reason
Phone,37977,5,Detractor,Slow  internet service...
Phone,37979,8,Passive,Cost
Phone,37982,9,Promoter,EXCELLENT COMPANY
Phone,37984,9,Promoter,Meets my requirements
Phone,37987,0,Detractor,bad outages
Phone,37988,8,Passive,"Good Service, but the price is getting too high."
Phone,37990,6,Detractor,Internet service is sometimes not good.
Phone,37992,9,Promoter,Cost.
Phone,37994,8,Passive,good service at a fair cost
Phone,37995,7,Passive,"good customer service, poor rates"
Phone,37996,9,Promoter,Usually we have good service with no problems
Phone,37997,10,Promoter,Great service
Phone,38002,9,Promoter,Service is always available.  Updates are appropriate.
Phone,38004,5,Detractor,
Phone,38005,6,Detractor,I used to love u-verse but we have had 2 outages in the last 10 days. That is too unreliable.
Phone,38007,8,Passive,Fairly reliable but somewhat slow internet
Phone,38008,8,Passive,"Service is excellent, but pricey"
Phone,38010,8,Passive,Good service and reasonable price.
Phone,38014,7,Passive,The cost is too high.
Phone,38015,9,Promoter,"So far, service has been reliable."
Phone,38016,6,Detractor,Misleading information at a beginning of contract
Phone,38020,8,Passive,
Phone,38021,5,Detractor,Poor quality
Phone,38022,9,Promoter,
Phone,38023,6,Detractor,
Phone,38025,9,Promoter,The best deal of wireless with phone
Phone,38030,4,Detractor,cost and service
Phone,38033,5,Detractor,Way too expensive
Phone,38034,5,Detractor,"High prices, terrible reception on tv, internet response irractic and unpredictable."
Phone,38036,9,Promoter,Very reliable.
Phone,38037,8,Passive,good connectivity
Phone,38038,7,Passive,Service is fine.  Few options
Phone,38040,7,Passive,"Only telephone in our area, would combine if we could"
Phone,38044,9,Promoter,"Direct TV is the best, AT&T Wireless needs to be better, Internet and Home Phone could be better."
Phone,38047,8,Passive,Price is reasonable however I hear horror stories about the service.
Phone,38049,7,Passive,Like the service EXCEPT for the high cost...
Phone,38050,8,Passive,service
Phone,38053,10,Promoter,No problems
Phone,38055,7,Passive,Good but not great service.
Phone,38056,9,Promoter,Very good service
Phone,38057,8,Passive,they are always there when you need help
Phone,38058,0,Detractor,HORRIBLE CUSTOMER SERVICE
Phone,38063,0,Detractor,The cost is insane.
Phone,38064,10,Promoter,reliable with reasonable cost
Phone,38065,7,Passive,Prices seem to be going up and up
Phone,38066,8,Passive,not a large selection of programs
Phone,38067,8,Passive,
Phone,38068,7,Passive,Spotty internet service at night
Phone,38070,6,Detractor,They are HARD to deal with !!!!
Phone,38073,10,Promoter,because i like the services
Phone,38077,5,Detractor,Poor customer service
Phone,38079,3,Detractor,expensive
Phone,38083,8,Passive,reliable
Phone,38084,6,Detractor,
Phone,38085,5,Detractor,
Phone,38086,8,Passive,
Phone,38089,8,Passive,Very seldom have a break in internet and wireless service. Good support when there is a problem.
Phone,38090,5,Detractor,"Technical issues with cable box, lapses in coverage, poor customer service"
Phone,38093,8,Passive,"When needed service has been very good, fast friendly and were able to solve problems on the spot."
Phone,38096,8,Passive,They have served me well other then there ever increasing charges
Phone,38097,6,Detractor,
Phone,38099,7,Passive,"Good service, but a bit pricey"
Phone,38100,7,Passive,
Phone,38101,8,Passive,its ok
Phone,38103,10,Promoter,good service
Phone,38104,7,Passive,had to pick something
Phone,38105,7,Passive,the Cable TV goes down and the DVR does not tape shows all the way
Phone,38106,2,Detractor,always adding extra fees
Phone,38107,9,Promoter,Reliability
Phone,38108,0,Detractor,Pricing policies
Phone,38109,5,Detractor,"Spotty coverage, speed"
Phone,38110,6,Detractor,cost
Phone,38111,4,Detractor,"cost, operating problems"
Phone,38113,8,Passive,There are times when the internet is extremely slow and times when the DVR locks up while it is recording a show and I don't get to see the show.
Phone,38115,10,Promoter,"They have treated me very well, and the service has been very good"
Phone,38117,8,Passive,"excellent internet speed, reliability of service but it is pricy"
Phone,38119,7,Passive,"We pretty much don't have many choices.  Wish there was a better more reasonably priced one, but we don't have one."
Phone,38120,9,Promoter,"Good service and reliability, comparative pricing with competitors, but a lengthy process if customer service help is needed."
Phone,38123,9,Promoter,Good service
Phone,38124,9,Promoter,Has always been goo service.  Any minor problems was always taken care of efficiently.
Phone,38126,0,Detractor,high rates/ crap services
Phone,38128,6,Detractor,"Customer service (or lack there of).  They also have a tendency to ""sneak"" in small rate hikes & fees, here & there."
Phone,38130,8,Passive,Superior coverage when driving.
Phone,38131,5,Detractor,Pay too much.
Phone,38132,7,Passive,Service has been reliable but expensive
Phone,38133,7,Passive,The services are excellent. The service is not!
Phone,38134,8,Passive,"Very few technical problems, bordering on none."
Phone,38135,8,Passive,service is okay
Phone,38139,8,Passive,dvr
Phone,38142,10,Promoter,no problems good price
Phone,38146,7,Passive,"I don't use this service, but if I had someone I knew was looking for this service I might recommend it to them."
Phone,38149,4,Detractor,had to buy an additional router to get internet access in the house
Phone,38151,8,Passive,expensive but I like the bundle
Phone,38153,9,Promoter,it's the only land line service available in our town
Phone,38154,9,Promoter,good service
Phone,38157,9,Promoter,very good
Phone,38160,9,Promoter,reliable and easy to deal with
Phone,38161,3,Detractor,Too expensive and cable boxes malfunction frequently.
Phone,38162,7,Passive,I do not usually have to much problems with them and their rates for me are great
Phone,38163,5,Detractor,service is not good
Phone,38164,6,Detractor,Not convinced I get the best value for my money.
Phone,38165,8,Passive,FIOS is a high quality service
Phone,38166,6,Detractor,Expensive. I don't view their service as being any better than any of the alternatives.
Phone,38167,8,Passive,"I like the service, but it tends to go out from time to time"
Phone,38168,5,Detractor,Not one to make recommendations
Phone,38172,9,Promoter,Good programing and ease of doing business
Phone,38173,4,Detractor,"Have just lost CBS programming in a fee dispute, way too many hispanic language channels and shopping channels, prices always increase. People don't need 600 channels as part of their package."
Phone,38179,7,Passive,"Have had a few problems, but most have been resolved quickly. Internet is a great price."
Phone,38180,7,Passive,poor speed and no choice
Phone,38181,5,Detractor,poor customer service
Phone,38185,7,Passive,"Changing policies, poor service, limited services"
Phone,38186,9,Promoter,Generally dependable service.
Phone,38187,8,Passive,Not at all unhappy with our service
Phone,38188,5,Detractor,"Each time I call to try and bundle, I am told it is not available in my area.  Even when I receive offers, they do not ""bundle"" in my area!"
Phone,38192,6,Detractor,Service is OK but pricey
Phone,38195,10,Promoter,small number of problems and always solved with satisfaction
Phone,38197,1,Detractor,"There is no Fios offered at my location, and no non-phone internet offered wither, therefore I am forced to pay for a home telephone I do not use."
Phone,38198,8,Passive,service
Phone,38199,5,Detractor,"I'm indifferent. It's not great especially the internet, but the service is affordable."
Phone,38201,2,Detractor,
Phone,38206,7,Passive,Expensive
Phone,38217,9,Promoter,Feel the service is good
Phone,38218,5,Detractor,unreliable internet service
Phone,38221,7,Passive,There bill is to high and there connection is always messing up
Phone,38223,7,Passive,
Phone,38224,9,Promoter,
Phone,38225,9,Promoter,service and upgrades
Phone,38226,6,Detractor,
Phone,38229,8,Passive,Great Customer Service and one stop shopping.
Phone,38231,6,Detractor,
Phone,38232,9,Promoter,Time warner has some really good customer servtce
Phone,38233,6,Detractor,
Phone,38235,7,Passive,"Their service is good, price is okay."
Phone,38237,8,Passive,Price is too high
Phone,38238,7,Passive,ughuhi
Phone,38239,8,Passive,"so far, ok"
Phone,38240,4,Detractor,Their prices keep going up and yet they offer less services.
Phone,38241,8,Passive,"They do a pretty good job all things considered, however recommending them would be kind of pointless since cable provider options are based primarily on location rather than any sort of actual choice."
Phone,38247,5,Detractor,slow internet no choice for provider
Phone,38250,6,Detractor,Not bad but not great
Phone,38251,10,Promoter,Have always been with Verizon
Phone,38255,4,Detractor,poor internet - high costs
Phone,38260,7,Passive,cost
Phone,38262,8,Passive,"Good service, fast internet. Reliable"
Phone,38263,10,Promoter,They have the best coverage for my area and reasonable rates/plans
Phone,38265,10,Promoter,
Phone,38267,6,Detractor,"decent service, but poor customer service"
Phone,38270,6,Detractor,Their email system is terrible.  I think their prices are high for what we get.
Phone,38271,5,Detractor,I don't recommend services for anything
Phone,38273,7,Passive,Their service is reliable and works!  Internet is truly high speed.
Phone,38276,5,Detractor,
Phone,38278,5,Detractor,It's the only game in town for DSL
Phone,38280,7,Passive,"The service works most of the time, but sometimes it fails. I was not happy with they way they upgraded my service, and because they charged me a lot for it."
Phone,38284,0,Detractor,Overpriced
Phone,38293,5,Detractor,I don't think any communications company really cares about the customer
Phone,38300,5,Detractor,rated neutral. not the best or worse
Phone,38305,9,Promoter,"Good service good customer service, innovative--always upgrading and offering new things.  Also they often offer specials to existing customers."
Phone,38306,8,Passive,
Phone,38307,0,Detractor,"Very poor service....very slow internet speed....signed for internet service but had to accept phone service even though we do not use...paid extra for internet speed, but speed is slower than my wireless hotspot service.  Many other reasons but choice is not an option in our location"
Phone,38308,5,Detractor,
Phone,38311,7,Passive,prices keep going up...
Phone,38317,7,Passive,
Phone,38318,6,Detractor,They have they prices period
Phone,38323,9,Promoter,good service
Phone,38324,8,Passive,TV sometimes loses connection. Have to reset the system.
Phone,38325,8,Passive,"I did not give it a 10, because the signal frequently gets lost right in the middle of working on my PC or when streaming to my TV."
Phone,38334,7,Passive,
Phone,38336,7,Passive,"Had lots of trouble. Lost my phone number that I had for over 23 yrs. When I switched providers I said I wanted to keep my current phone number, but when they came they gave me a different number, Over about a 3 month period and many many phone calls and several trips to my last provider, I findley had my old number back."
Phone,38337,3,Detractor,way way way too expensive!!!!!!!!!!!!!!!!!!!
Phone,38343,7,Passive,
Phone,38350,5,Detractor,Cost
Phone,38351,6,Detractor,unexpected rate hikes
Phone,38352,9,Promoter,Good customer service
Phone,38357,10,Promoter,Cox Communication offering is rock solid stable with not a single problem being experience after six continuous years.
Phone,38358,9,Promoter,reliable service
Phone,38360,0,Detractor,n/a
Phone,38361,6,Detractor,
Phone,38362,5,Detractor,
Phone,38364,7,Passive,Wish it wasn't so expensive for the bundle...
Phone,38368,10,Promoter,i love ATT  thet are a honest company and work with their customers
Phone,38370,9,Promoter,
Phone,38374,10,Promoter,Good service
Phone,38375,3,Detractor,"Cost ,  New cable box issues ,"
Phone,38378,8,Passive,
Phone,38379,9,Promoter,My service from these companies has been good.
Phone,38380,9,Promoter,"Price, app"
Phone,38384,7,Passive,only choice
Phone,38386,6,Detractor,They seem OK but I had them before and they got expensive
Phone,38387,5,Detractor,expensive
Phone,38388,8,Passive,
Phone,38391,5,Detractor,They cost too much
Phone,38397,8,Passive,Only service for our area.
Phone,38399,7,Passive,
Phone,38405,5,Detractor,well its just out lan line phone for my parents to use.  I rarely use it cuz I use my cell all the time instead.
Phone,38407,8,Passive,no problems with them so far
Phone,38412,7,Passive,They are good
Phone,38417,8,Passive,"I live in a rural area. They are the only internet provider we can get out here. It's pretty reliable, just not very fast."
Phone,38419,6,Detractor,Price
Phone,38422,9,Promoter,more than 6 years no problems
Phone,38424,9,Promoter,It was a smooth transition from my previous provider.  We love the television service and the features with the remote.
Phone,38427,5,Detractor,
Phone,38429,8,Passive,
Phone,38430,5,Detractor,they are the only choice in this area
Phone,38432,8,Passive,
Phone,38433,6,Detractor,"Service not always great, keep increasing bill, no other viable options in the area to switch to"
Phone,38435,10,Promoter,I love my service.
Phone,38436,6,Detractor,"Rural, intermittent dsl speed disruptions"
Phone,38442,9,Promoter,"Though service is sometimes spotty, Verizon is right there on the job to fix it."
Phone,38446,8,Passive,dvr
Phone,38447,4,Detractor,"High prices for service.  
The price is constantly increasing with wervice charges and is HIGHLY overpriced.  But, it is the only provider available so there is no competitve alternative."
Phone,38449,10,Promoter,
Phone,38450,6,Detractor,My wife is former AT&T employee as is my brother.  I have a lot of knowledge about AT&T.
Phone,38452,5,Detractor,I don't make recommendations to friends or colleagues.
Phone,38456,6,Detractor,The service is very good but the prices are too high
Phone,38457,5,Detractor,"It's OK, nothing special"
Phone,38459,9,Promoter,So far they have provided great service
Phone,38462,5,Detractor,its getting to be too expensive
Phone,38467,6,Detractor,slow internet
Phone,38470,0,Detractor,Rates are insanely high.
Phone,38472,2,Detractor,Service stinks and the cost is too high
Phone,38477,10,Promoter,Quality service
Phone,38479,8,Passive,I wish they had digital streaming subscription for television instead of having to contract with direct tv but all in all the service is great!
Phone,38485,8,Passive,
Phone,38488,5,Detractor,AT&T is okay but expensive.
Phone,38489,5,Detractor,
Phone,38490,7,Passive,"I don't know my channels half the time, some new demand shows came on the last bill I've called but they never seem to know how to get it to work.   The control is slow!!"
Phone,38497,7,Passive,conveinent. Reliable.
Phone,38501,10,Promoter,"Good service when necessary to come to the house.  Good, fast wireless."
Phone,38502,3,Detractor,"Prices are high, they do not discount you if you have service problems"
Phone,38503,1,Detractor,"Poor services, high prices for the service you get, poor repair service, unrelible"
Phone,38507,9,Promoter,
Phone,38508,10,Promoter,I'm completely satisfied with their service.
Phone,38511,9,Promoter,Good service
Phone,38512,9,Promoter,good service
Phone,38514,9,Promoter,good service and discount through my coop
Phone,38515,5,Detractor,The service is fair and they offer alot of channels and good internet but the packages are too large and not flexible enough so they push you into paying more to get what you want
Phone,38516,9,Promoter,I LIKE COX AND THINK THEY OFFER GOOD DEALS
