Respondent_Serial,NPS2
296826,"I'm not terribly familiar with it, but it's not too expensive"
297079,I'm over 50 and it allows an AARP discount
283139,impressed
277770,In August 2016 our car was hit from behind while on the interstate highway. Nationwide worked with the other party to get our car repairs paid for (the other party was at fault). Everything went fairly smoothly with our claim.
217763,In the past they have handled my claims very efficiently.
296309,incease my premium
215311,indiferrent
186184,indifference
186347,indifferent
231563,Inexpensive
245879,inexpesive
275627,Inflexible
234770,Insurance company
199562,Insurance company is limited to school employees  and their families only.
282069,Insurance is a personal choice
236787,insurance is different for everyone
206854,Insurance is good but expensive
295593,"Insurance is new, haven't had to work with them on anything yet."
199365,Insurance rates seem high
204372,is good
192251,Is the cheapest I found
217535,Issues at the moment
208982,It cost less.
199363,It has a low price for what I look for in an auto insurance company
289575,It has always been the best..i lobe them.
198882,it has always done well by me
191792,It has been a good service with good customer service
229360,It has been a neutral experience.
295657,It has been reliable and they offered good price in bundling with our homeowners insurance.
261000,it has been very good to us and they are always one of the lowest priced
209265,it has good rates for me  since it is a lease
211131,"It has had the best prices and I trust my agent, who recommends it."
277456,It has lots of extras like vanishing deductible. Love my agent.
198777,It has never disappointed me
277345,It has the best prices around and we haven't had any issues.
192398,It has the most reasonable rates.
216782,it is a fair company
237271,it is a good company
188612,It is a good company and I've been happy with the service provided
239879,It is a good company with reasonable competitive rates
195483,it is a great insurance
225599,"It is a new insurance, I have only been with them 2 months and need more time before I know if I can recommend them to a friend or relative."
205952,"it is a second tier, high-risk insurer (founders). if anyone asks, i'll tell them what i've got."
196895,it is a very good company to work with and provide great coverag
280384,It is an insurer that offers excellent service
297503,"It is an ok insurance company.  One of the cheaper ones.  But the price has been creeping up every 6 months even with no claims being made and it doesn't seem that there are discounts for no claims or infractions on my driving record.  They have always been helpful whenever I've called about a policy question, but some of the time it is hard to understand them as they do ship their business overseas."
196554,It is an overall satisfaction.
230581,It is easy and no bothering with in person meetings
202686,It is easy to talk with agents
218530,It is easy to use and as much insurance as I need.
216054,it is good
219781,it is good
185981,It is good insurance at a reasonable price
275818,It is hard to trust any company these days.
260506,it is nice to know they are there without alot of adware from them popping up all over
200584,It is not as expensive as other insurance companies.
203082,it is not that much impressive
269489,It is super easy and not expensive
295744,It is too new to know much about it.
249376,It is very convinient.
221530,"It is very easy to use and update information online. Initial quotation starts off very inexpensive. However, once you start customizing your insurance so that it is actually realistic coverage, the price can increase very quickly."
217860,It lurks they raise rates and I am gone.
229323,it pay good
295357,"it seemed like a good company with competitive pricing, but I just switched so I don't have much more to back my decision"
280144,It seems fine
270584,it was a good experience
204658,It was a little difficult getting things right on the policy
212440,It was easy to get enrolled and I like the personal contact with a represenative and not a call center
276172,It was easy to sign up and it is 1/2 of what I was paying with my other insurance company
229120,It was inexpensive but my rates have gone up a little bit - that I don't like
195792,It was pretty easy to sign up and their rates are good in this area.
235585,It was the best price and good custamer service
202298,It was very easy to obtain insurance with them and their rates and discounts were good.
213527,it wasn't bad
272137,It's a excellent insurer.
223026,"Its a fairly new policy, haven't had any issues so far that would agree or disagree with it."
286826,it's a good brand
213123,it's a good company
211430,its a good company with good rates
279086,its a good service
212441,Its a great insurance
198619,"It's a large, reputable company"
187771,its a really good company
229155,its an 8
194793,it's been fine - and I haven't been able to get a better rate despite trying every year!
194107,"Its been reliable and reasonably priced, but my friends don't usually ask my opinion on insurance so I don't give it."
276311,Its been the cheapest of all the quotes I have got. Time is money friends.
260853,it's better than a 7
253169,ITS CHEAP AND GOOD
202301,It's cheap and it has very good customer service.
222316,It's cheap and reliable.
186548,ITS CHEAP AUTO INSURANCE FOR MYSELF
254182,it's company sponsored
204763,it's costly
206766,It's easy and fast to get a quote from their website. The rates are great and it's simple to sign up. The online account management is easy to use as well and has all of the information you could need. The customer service is fantastic as well.
263107,It's easy to manage online and prices are low.
255442,It's easy to sign up for their insurance and they provide great discounts and coverage.
196972,it's everything we're looking for
188138,It's fast and easy
243078,It's fine
187657,its good
188351,Its good
274993,its good
277399,Its good
187051,it's good
222209,It's good
210106,Its good and cheap
286932,It's good insurance and hasn't let me down yet
187113,It's goodv
228615,its great coverage.. this is one of the only companies to insure me after a dwai/tickets
205275,It's just the same as every other insurance company.
281584,its my rating
201169,its ok
206270,its ok
213543,its ok
278025,it's ok
242126,its simple and it was the cheapest insurance
216739,"Its still alittle early to tell, but thus far Im pleased"
191770,ITS THE ONE I GOT MY INSURANCE WITH
208504,It's the only insurance company I've used for 30 years. Completely satisfied.
202304,its too long
191969,"It's too new for me to gauge my experience; thus, too early to refer them."
224846,it's true
188920,its trustable
203888,I've always had good responses from them and they have paid the few claims I have had over the years.
204957,I've always received very good and prompt service.
248682,I've been a customer for 8 years and they have treated me well.  Great customer service and rates.
262800,I've been happy with them so far.
195894,"I've been pleased with the service, but was disappointed that my rates shot up this year with no extra benefits."
295256,I've been relatively happy with them
191098,Ive been very  happy with usaa
276693,I've been with AAA for 40 years and have been very satisfied.
296062,I've been with them before and when the price went up I got Allstate. I was paying Allstate every 6 months and they started going up pretty high so I priced Auto-Owners again and it was much lower.
188767,I've experienced good customer service with them.
241424,"I've had a decent experience, but they did charge me strangely once. Instead of my usual direct withdrawl they sent a paper bill that i was unaware of because they sent it to the wrong address."
192276,I've had a good experience.
295133,I've had a VERY difficult time obtaining status updates and information from Safeco during my recent auto insurance claim.  Safeco has been TERRIBLE at customer service and communication during my claim.
186644,"I've had excellent experiences with their representatives and when my father (who is a broker in another state) asked what company I was using, he told me that Travelers was an excellent choice. I feel their rates are reasonable & have no complaints about anything in the 3 years that I've been using them. Every time I've added or removed a vehicle, it has been very easy - which makes my life easier which makes me very happy with them."
219210,i've had good experiences with them
289901,I've had great service and it was the malt reasonable quote
196640,i've had no issuses with them.
193692,I've had NO other insurance than Erie.  Other than a poor relationship with the local agent Erie has treated me well and has the best rates available.
217234,"I've had no problems with them, they have great customer service via telephone, and their website and mobile app have lots of convenient features, such as a mobile version of your insurance card and immediate approval for auto loans."
229267,I've had no problems with this company and they are great to work with so I would recommend them
295042,"I've had pleasant experiences with AAA in the past, so it made sense to use them."
283027,I've had them for years and they've offered great service at a great price.
251446,I've had them less than a year.
273263,"I've had Travelers for a while now and they are reliable, with good customer service."
186231,"I've had very good experiences with this company, and have been a member for many years.  They have wonderful rates, and exceptional customer service reps."
253243,I've never had a claim so there are no negatives but the price is cheap so it's more of a positive
188596,I've never had a negative experience
186370,I've never had a problem with them
207308,I've never had a problem with them in the  50+ years I've been a customer.  Any claim has been honored without any hassle.
196956,"I've never had a problem, all is good.  I didn't give a 10 because rates are higher than I would like but starting over I have to start with a larger payment even if I can get a lower rate"
206912,"I've only been with Merchants for 2 weeks, so I have no opinions yet."
196722,"I've only been with them a month,so I'm replying based on how they have treated my family as a whole for the last 15 years or so..."
211931,I've only been with them for less than 6 months so do not have much to gone on in order to reccommend them
211202,"I've only had them for about 2 months, but so far I've been pleased with the customer service and the website."
186762,I've only had this Insurance company for less than a year. Prior to that I had insurance through AAA. I only switched because GEICO wss less expensive
196355,j
207654,jackass survey
199980,jhdghj
192694,jnhjjhgghjv
252083,just acquired policy
216211,Just an ins co and I am 75 yo and I am screwed when it comes to insurance - one anti-trust violator is like another anti-trust violator
228651,just because
245332,Just changed insurance and not sure
214651,Just did
185887,"just like all other insurance companies....actuaries will continue to raise rates regardless of accident history.....once actuaries make rates too high, I'll search for another company.  Actuaries take long term loyal customers for granted hoping they'll ""just pay"" and not pay attention to continuous rate increased for no reason.  This is factored into their rate increases.  All insurance companies do this."
244409,just like them
198417,just need good insurance
193192,Just purchased the policies 1 week ago. I really have no experience with them.
209445,Just started after Pekin raised their rates.  Had Motorist prior.
294991,Just started using them
203206,just started using them in august.  haven't had to file anything with them.
201775,just started with nationwide
187378,just started with them
190420,Just started with them so I don't know how well they will do.
219122,Just switched so would not recommend at this point.
185713,Just switched to Travelers - too early to recommend.
203537,Just switched.  Not a lot of interaction.
268834,Just switched. Don't have much experience with them
228658,just too new with them at this point
188365,kbbjhbjjh
187552,Kddlel
207030,keeps raising rates year after year
185931,"Kinda pricey, but good insurance nonetheless."
196664,kkhjgjfhds
209530,kkk
189177,klñlñ
232656,know the agent   rates were a little lower than Progressive for same amount of coverage
213179,"know the agent personally, is reasonably priced"
283456,Knowledgeable customer representatives
244838,large increase in premium after first year
188643,leader in the industry with good rates and great customer service
220906,Less expensive than geico
295122,less expensive than previous insurance
215007,Liberty Mutual is generally identical to others/.
277414,liberty mutual provided a lower premium price
276512,Life folks good customer service
209568,Likable and trustworthy agent
198176,like hartford
223481,Like it
260141,"like my agent, good response when I had a claim"
219251,Like my agent.  Did not like behavior of claims adjuster.
196688,Like ot so far
202511,Like the agent.  Like the experience so far.  Like the online apps they have.
214031,like the coverage and a price
214992,"Like the service with Nationwide, but the price you pay, especially with homeowners is high."
187260,like them
187435,like them but not much experience in using them
231105,like what they offer
191696,liked it
271790,"Liked them at first, but they are increasing fees every year"
282071,little experience with claims
296602,Little time with met life
196974,lkjklsj
268214,Local agent
200048,local agent does not always return phone calls.
201502,Local agent gives timely advice and service
275792,"Local agent, excellent service"
276490,"Local agent, responsive"
210179,Local and easy to deal with
199274,"Local and good customer service that met my needs. When I filed an auto claim and had issues with the national claim center, my local agent stepped in and assisted me. My local agent also knew when I would qualify for a lower homeowner policy and let me know in a timely manner."
188395,Local company with a state policy that has very reasonable rates.
243874,"local company, good rates, no problems"
221543,"local office, competitive price"
242087,"local office, long history with company"
201472,Local offices staffed by people I know. Previous claims experience.
210085,long standing insurance company with a great reputation
198653,Long time customer
260190,Long time customer
206397,LONG TIME RELATIONSHIP WITH PARENT'S AGENT
189841,longevity with State Farm so I know that they really are a decent and fair company.
251173,Longstanding policy
199997,long-term exceptional service
242146,looks good
188497,Lots of good experience with State Farm
188288,love
208534,love
192585,Love allstate
185848,Love my experience.
229443,love talking
241712,Love this insurance has everything I need for my car and my up and coming teenager
242742,Lovely service
187849,low cost
244496,low cost
264343,low cost
296310,low cost
253267,Low cost and respectable customer service
204034,Low cost full coverage
189823,low fees
192483,low hassle insurance and great prices
211117,Low premiums
248523,Low premiums
260901,low premiums
186522,Low price
194356,low price
198363,low price
243399,Low price
214014,Low price and ease of online purchase
227421,low priced
187990,low prices
191463,low prices
207614,low prices
208286,low prices
213236,Low prices
284903,Low prices and great customer services.  Have to be military or former military to get policy though.
220084,"Low prices, good service"
209476,Low prices.
186931,"Low pricws, and friendly"
209380,low rate so far
186866,Low rates
187635,low rates
187838,Low Rates
197555,low rates
203937,low rates
212933,low rates
221727,low rates
254261,Low Rates
254369,Low rates
263990,low rates
296737,Low Rates
259236,Low rates a nd solid company
208280,Low rates and good service.
201497,low rates and prompt service
262173,low rates for same coverage
192521,Low rates with local service
244830,"Low rates, especially for condo."
204998,"Low rates, good administration and access, good web site."
263585,"Low rates, good coverage"
196756,"Low rates, good customer service"
248833,"Low rates, good service when I got into an accident"
280014,"Low rates, very responsive when I call via phone"
260961,Low rates.  fair handling of a claim
194943,Low rates. Good service
206108,low retes
297020,Lower premium by a serious amount than Allstate.
222324,Lower premiums
199284,"Lower premiums than competitors, with high ratings and comparative coverage"
283759,"Lower premiums,  better coverage"
218603,Lower prices
229788,"lower prices, better assistance from the people"
254129,lower rate for more coverage
217041,Lower rates
245863,Lower rates
279980,lower rates
189681,Lower rates compared to any competitor over last 6 years.
220977,lower rates than other insurance companies
248060,"lower rates, great customer service, easy claims"
205067,Lower rates.
254132,Lower rates.
275269,lowest cost
207629,Lowest over all cost
197746,"Lowest premium. good service, minor increases in premium"
188477,Lowest premiums and good service
213471,lowest price
187302,lowest pricing
259540,Lowest rates
195674,Lowest rates.
201733,Loyalty and commitment to the future of the pharmacy profession
189418,Many years of excellent experience
275210,mediocre interaction and customer sapport
211171,"medium rating . Not mad or happy. received a rate increase , I'm a senior citizen , on claims,clean driving record . received very poor excuse for increase ."
261825,meetsall my needs
222414,"Mercury has always been competitive with their rates, helpful, great claims processing, and customer service oriented."
245898,Mercury has been good when had a claim treated fairly. Only complaint premium has gone up considerably for no apparent reason which caused me to search for other carriers.
217074,Mercury is a great company that has great customer service.
296043,Met my current needs
213498,"MetLife has never done me wrong, personally know my agent.  Very fast on responding to calls/emails and processing claims"
218900,MetLife has very competitive homeowner rates in ND that provides a good value for the level of coverage.
233382,metlife is cheaper
286006,MetLife is fiscally strong and they are trustworthy.
189434,mhjljhvljb
283159,Military discounts
204663,Minimal issues with Nationwide's service and coverage
201695,mmmmm
215820,mobile app is easy to use. The rate is reasonable.
187007,Money
192462,Money
296028,More coverage at a better rate.
248733,Most affordable and good customer service
257980,most are the same
193186,most do want a relationship with them
213999,Much better customer service and interest in keeping our account than State Farm. The State Farm office we were with prior to switching to Allstate in April 2016 was excessively incompetent.
254720,Much cheaper rates
188802,much lower rates
230791,Much lower rates.
209613,Much lower rates.  Haven't had to file a claim yet though
205148,"My agency is excellent. He is quick to respond and always available, even on the weekends or late at night. He cares for his clients and will go out of his way to make them happy."
202632,My agent
195350,my agent did not file my claim until a week later.
249022,My agent has been very easy to work with.
199954,My agent has very poor followup skills needed to prevent problems.
295102,My agent is excellent. She got us an incredible rate on our home and auto bundle. Our auto is cheaper than our previous insurer with much better coverage.
198979,MY AGENT IS GREAT
198541,"my agent is great, ive never had a problem with claims in all of my 18 years, i can never find a company with better rates"
203119,My agent seems sincere and helps me get the best rate I can.
246048,My agent was very friendly and helpful. The rates were lower than when I had with state auto. The cover was comparable. All in all it was an enjoyable experience.
202312,my business with them is good never face any difficulties and the price are good to me .
276918,My claim was settled very quickly
206719,My cousin is my agent
248689,My coverage has only been for the past 10 days and I haven't had to make any claims yet but so far the online experience and price has met my needs.
257118,My current agent has better prices/premiums than anyone else
208185,My current insurer has very competitive prices
215537,My direct contact at Farmers has been very helpful and available at a moments notice with proof of insurance or discussing cost
222359,My experience with both their premiums and their customer service have been really good
201688,My experience with Hartford to this point in time is very limited
214117,"My former insurance provider's website would let you change things such as adding or removing a vehicle or changing coverage to current vehicles, and that information was updated and on the website within 10 minutes.  Nationwide takes a week for things to update online.  Also, my previous provider showed on my account online what my future payment amounts would be and when they'd be taken from my bank.  Nationwide does not offer this at all."
197020,my guy is very good once the company made a mistake that would have cost me much but he fixed it
235369,My husband and I are happy with the rates
263535,"My husband and I purchased a policy with AAA shortly after we got married, and their coverage options were far superior to what I had before. AAA is also more affordable than my previous insurance company."
290533,My husband and I recently married and therefore decided to find a new insurance policy between the two of us. By going with Erie Insurance it was actually less combined than what it was when we each had our own policies. We saved a lot of money!
213701,My husband has had a very good experience with them.
209792,My husband is a veteran.  He has been with USAA for many years.  They have been a great provider.  I have just recently switched my auto insurance to USAA.
234099,My local agent makes it so easy to change or buy the product.
189338,my opinion
276226,My parents had insurance with Farmers throughout my lifetime
193954,my parents use farmers and have never had a problem with them and since I have been using them I also have not had a problem
186237,"My particular agent is not good at all but I do have good coverage. I think I pay way too much for what I have, however, and believe I am being taken advantage of. When I totaled my car 2 years ago, I was given a great price for my vehicle and while there were some problems that I was faced with at Allstate during that time, overall the process was quick and painless."
283285,My previous experiences with them have been very positive.
188935,"My rate is very low, I have full coverage, and I can do everything very easily and quickly online."
196120,My relationship with my agent and the ease of access to him.
265789,My research determined that the AARP/Hartford insurance was the most economical choice.
186770,N/A
211791,N/A
213496,n/a
226697,n/a
269473,n/a
190543,na
196567,na
202906,na
205263,na
206563,na
213986,NA
214088,na
215718,na
219040,na
228187,na
258702,na
259406,na
276621,na
193166,"Nationwide has amazing customer service, competitive rates, and is super quick to respond to claims and roadside service"
206148,Nationwide has been courteous and professional at all times.
198110,"Nationwide/Allied were reasonably priced and easy to deal with until I had a minor at fault accident in a rental car in January 2016.  This was the first at fault accident I had had in 55 years as a licensed driver.  Nationwide paid my claim of $2,000 less my $750 deductible which was okay, but then they proceeded to jack my rates up by over $100/month for the next 5 years.  I feel that based on my near perfect driving record with no tickets and only a scrape on a rental car in 55 years of driving, that this increase is excessive."
188485,ne negative experience yet
277356,Neither satisfied or Not satisfied.
191521,neutral because I haven't had any interaction with the company yet.
207163,never a problem
276684,Never any problems
203311,never give a 10
211726,Never had a bad experience
189924,Never had a great experience nor a bad experience with the company.
248625,Never had a problem and low rates.
186894,Never had a problem with them
186152,"Never had a problem with them. Rates may go up a little, but so does everybody elses."
191163,"Never had a problem, always have fast service"
191478,Never had an issue with them
205545,Never had an issue with them.
196354,Never had an issue. The service at Progressive is exceptional.
185699,"Never had an problems with them, although I've only had 2 claims, both were glass related and they were taken care of within 24 hours and cost me nothing."
185864,Never had any direct dealings with my insurance company
248166,"Never had any issue with the insurer, seemed steady and reliable, helpful customer service when needed, reasonable pricing"
263055,never had any issues
247095,Never had any issues and rep has always been courteous and helpful
208115,"Never had any problem with them, but never filed a claim either."
203618,never had any problems
203574,"Never had any problems, easy to do online, and cheap"
200665,never have any issues
189082,Never have had a problem with them even while filling a clam or afterwards
194499,never recommend ins co
208895,new
220436,"New as of May 2016, have yet to use their services."
212964,New customer
266736,new customer
186305,new customer can't really coment
213009,new policy with new agent a lot better
198340,new to company
202756,New to company
264388,new to company
269553,new to company - not very familiar
246493,New to Nationwide
224474,new to the co
200152,New to the company and have never filed a claim
230681,New to the insurance policy and have not had enough time to find out what the experience will be.
268083,"New, lower cost"
190528,nice
196230,nice
229043,nice
218027,"Nice agents, good experiences with claims"
189383,"Nice employees, decent prices, good customer service, no problems."
193401,nice job
197482,nmkb
201005,no complaint
186717,No complaints BUT have not had any claims for them to deal with either
260021,No complaints so far
191282,no different than others
230514,no disappointments a yet.
243686,no experience
264025,No experience with the new company yet
210262,no experience with them yet
275477,No hassle.  Quick to get.  Can handle everything on-line.
204327,"No hassles, no problems"
248686,No huge degree of experience.
199959,no issues
201526,No issues
253776,No issues
209615,no issues and best price
221742,No issues and competitive rates.
211138,No issues but have not had to file a claim with them so not sure of any complications related to that
189474,no issues good price
242081,no issues great experience
198756,No issues or claims so far.
248839,"No issues so far. Great prices, great service."
188749,No issues with company.
199585,No issues with them
288390,No issues with them
278149,No issues with them so far
220641,No issues with them. Great rates.
220449,"No issues, friendly staff, excellent follow through."
190025,"No issues, good rate"
276422,"no issues, no problems-only thing to improve is agent in state"
210146,No local agents are available.
259966,No longer writing auto in Michigan
243729,No one can beat their pricing!
209029,no particular reason
208669,No particulars
261347,"No past problems, easy to contact"
196556,No problem
205331,no problem insurance company
185872,no problems
185993,no problems
186108,No problems
188134,no problems
190769,no problems
190977,No problems
207803,no problems
244009,no problems
244552,no problems
275208,no problems
276299,No problems
277560,No problems
201014,No problems and fair pricing
194023,no problems but could be cheaper
195292,no problems helped me negotiate new rates when insurance went up
214080,"No problems so far, agent wirked hard to get best policy"
219398,"No problems so far, price is reasonable"
194493,No problems there
298240,No problems when dealing with claims or information
199147,no problems with it
216512,no problems with the company
191740,no problems with them
187974,"no problems with them so far, fair prices"
202235,"no problems, quick response to questions, competitive rates"
295165,"No real experience, we are new with them, however through our research they are a highly rated company"
289878,NO REASON
268703,no reason not to
203527,no reason really
263907,"No reason, do not recommend insurance careiers"
213904,no rel experience other than paying each year
271837,no thanks
215638,no unusual events has happened
187720,none
199735,none
201219,none
206263,None
210570,none
213443,none
214523,none
215473,None
220875,None
260589,none
223820,none eya
245191,Normal claim service is excellent.  Agent very helpful.
218104,Not any better or worse than Wawanesa.
207723,Not appropriate for my business
205857,not as expensive as some insurance companies
190495,not enough employees in office
185846,not enough experience
213155,Not enough experience with Progressive to say for sure
190942,not enough experience with them yet
211128,not enough information about Amica as yet
213505,Not enough time with them to evaluate
241809,Not everyone have the same opinion about the insurance company that they want to be insured by.
197764,Not good customer service
234998,"Not good, not bad.  Don't know a lot about them yet.  Haven't had to file a claim."
225255,not had them long
290917,Not happy with the response time from my latest claim.
201678,Not knowing them long enough
248674,"Not only has National General been the cheapest for my insurance needs they have excellent customer service, which is huge to me."
281674,Not real familiar with them yet
210644,not really familiar with the policy just my agent
213371,not really happy with how my insurance claim was handled.  They didn't want to fight for their client (me).
216613,Not satisfied that rates are going up every yera
199135,not satisfied with recent billing issues and agent
199117,not something i would consider
195917,not sure
206534,not sure
275647,not sure if service will be as good as with AAA.  Lack of communication from Ameriprise about the type of plan I signed up for.
233945,not sure of the features
296405,not very likely to recommend any company
192030,Nothiing special about the insurer
186159,Nothing
219369,nothing but good experiece with them
189476,Nothing good or bad to relate
185670,Nothing special about them
195809,"nothing special, good or bad."
190134,nothing spectacular
190870,nuice
192381,Nun
196321,obtained a good package containing renter's auto and life insurance
193484,"Offer
 good
 value"
247927,"Offers multiple types of insurance, auto, home & RV."
190103,ok
207377,ok
229949,ok
280064,ok
192562,ok rates.
250573,OK service
203492,"Ok, not the best."
260909,okay rate for benefits
277958,"Only been with few months. Have not needed services, yet."
218032,Only company I've come across that insures mobile homes. Good price.
214192,only had ins 4 months with Farmewrs
216366,only had safeco for 3 days
245932,Only had their coverage for about 2 months
211479,Only have ben with them a short time.
298262,only insured with them for 1 month so no experience to judge them
210730,"only recently switched to them.  so far, so good."
196590,"ONLY switched to them as they saved me some money. If and when I find someone that's less expensive, I'll switch in a heartbeat."
273173,"Other than being a senior citizen, and a member of AARP, the monthly payments are just what I was looking for."
295434,Other than buying the policy through an independent agent I have had no contact with Safeco.
208712,Others are better
242684,Our agent is very prompt in helping you and tries to provide the best possible quote.
218692,Our agent recommended The Hartford due to the discount for AARP members but since then our insurance rates have increased significantly
221569,Our claims experience has been excellent.
207905,"Our experience has been generally good overall.  While we were surprised at the amount of the rate increase we received 2 years ago, we were satisfied with the support and repairs paid by Safeco for the frozen water pipe damage we had in our home."
220305,Our insurance agent takes care of all out our needs.
186554,Our local agent has been very informative about the policies they offer. As well as life insurance policies they carry. He also answers any questions that we have concerning our accounts.
197717,Outstanding company
230487,Outstanding customer service
188630,Over the last sixteen our current agent and State Farm have given us excellent service.
201625,overall good
278542,Overall good customer service and quick responses with claims process
253546,overall good experience with them
216405,"Overall good experience, I believe they fight fraudulent claims against my policy rather than settle to avoid the legal fees."
289709,Overall great customer service
242784,Overall great prices and quality
216263,overall have been happy with the service and price
220293,Overall I think they are a quality company that provides good service at a fair price. I have had no particular negative experiences with them so I would be willing to recommend them.
198139,Overall positive experience
191043,overall pricing and experience
199227,overall quality of policy.
202134,Overall they are very customer service oriented
192308,overall they're a good solid company
216750,"Overall, they are a good insurer."
221168,"Overpriced, I don't work with one specific agent, unable to build a relationship with provider"
251679,Past experience
218134,"past experience has been good, pricing ok"
200304,Past experience.
217871,people can make their own decisions
198661,personal service
275076,personal service
270989,"Personal service, close location, multiple services in one location, price competitive"
262578,"Pleasant service, good policies."
243509,"Policy coverage is clear and easily understood; their pricing, with BETTER coverage, is lower than Nationwide."
200908,"Policy renewal issues, unresolved and getting frustrated"
220102,Poor claims service.
208556,"positive experience, saved money"
221726,"prefer not to recommend to friends, etc."
258539,Premiums comparable ad better than other quotes. Customer service is decent.
217445,"Premiums, no hassle, agent is great and accessible"
210084,Pretty Good
282897,Pretty good
280129,"Pretty good company overall!  I have been with them for 20 years now (they bought Prudential).  Starting with homeowner's, then adding my auto when it was up for renewal a few months later in 1996."
203232,Pretty good customer service
187872,pretty good rates and amazing customer service
219107,pretty low rates
187247,Price
188797,price
189030,Price
189289,price
189570,Price
190164,PRICE
191664,Price
194251,price
196877,Price
197136,price
197666,price
199752,price
199910,price
200261,price
202767,Price
205072,price
207574,price
208570,price
208977,Price
211052,Price
216529,price
216867,Price
225306,Price
228453,Price
232093,price
243375,Price
246171,price
247220,Price
250660,price
251261,Price
251673,Price
254345,Price
254671,price
255924,price
256965,price
257053,Price
257775,price
259518,Price
275925,PRICE
276023,Price
276250,Price
277377,Price
277591,Price
282105,Price
289295,price
295168,Price
296613,Price
296724,price
296932,Price
248953,"price and ability to interact and take care of business items, such as getting quotes online."
295044,Price and access of agent
276263,price and coverage
282130,price and coverage
211885,price and coverage (value)
271293,Price and coverage was excellent
204178,price and coverge
222017,price and customer service
256620,Price and good customer service
220362,price and quality
220151,price and reputation
204207,price and service
208627,price and service
209123,Price and service
215612,price and service
263831,price and service
244819,PRICE FOR THE COVERAGE
187934,Price increases aren't too substantial.
204267,Price is decent
258243,price is high but the service is good
212415,"price is high, but service is good"
259702,price is lw
259430,price is not competitive
257356,Price is OK in most cases.
245600,Price is right...and they settled with me efficiently.
279176,"Price keeps going up even though I haven't had any accidents or tickets. But, overall it seems to be a reasonable price, when I've compared it to others."
275693,price of premium and coverage
221328,Price savings
208414,Price structure and agent service
210647,Price was competitive and agent was helpful and friendly
295344,Price was substantially less for better coverage than USAA
202579,Price was the driving factor. I have had little dealings with them since signing up.
277678,Price was very reasonable.
211630,"price, agent, ease of changing"
296238,"Price, coverage, and claims process"
289863,"price, customer service"
296832,"price, easy to get quotes, easy to talk to someone"
209295,"price, offer for linking multiple insurance plans"
285996,"Price, service and location"
278086,Price.
259910,price; service
289949,Prices and coverage is good
206336,prices and customer service
214811,Prices are continuing to go up unreasonably considering the good standing I have.
198447,Prices are high
248698,Prices are low and very good customer relations
201127,Prices are reasonable and I have a great agent now.
200001,Prices continue to increase for car insurance
200763,prices seem to be lower than ones I have checked for the same coverage and are very easy to work with--always takes your call and listens
202280,"prices were lower 3 years ago, but have consistently increased.  My auto insurance claim is still not settled from almost 2 years ago."
203777,"Prices, customer service"
196495,pricing
210749,pricing
211097,pricing
249057,Pricing
259934,pricing
275424,pricing
228104,Pricing is cheaper than some other companies.  Service is great
296656,Pricing is competitive but some people prefer more personally interaction than provided
242141,Pricing is good but i havent be had to use their service. Everything was done online.
204077,"pricing is high after they got you as a client, clams service is great"
276988,"Prior customer.  Was never disappointed with the coverage, their relationship but changed because of premium increases and an offer from employer to get special dispensation ( a better deal)."
187537,"Problems with another agent in another State which had me cancel policy.  Like agent now, but not his office staff."
277431,Process was very easy and prices were great.
275366,"Professionalism, price, engagement."
195650,Progressive gave us the best price. Even lower than the company we had been with for years
248799,Progressive has a good web interface and good rates.
217427,Progressive has been very friendly and customer oriented
242125,Progressive has great customer service but they dropped the ball when it came to telling me switching states for my insurance put me in a time crunch to get my registration switched even though I asked.
194468,Progressive has many offices and great support - night and day
204418,Progressive insurance approved me after I got dropped from Geico.
276561,progressive is a good insurance company highly recommended
204432,Progressive offers competitive pricing for auto and renter insurance. The services I've received have always been satisfactory. Representatives have always been very professional and have always assisted my family.
206870,prompt service & easy to reach
259963,Prompt service and attention to details
259669,Provide good service when I made a claim
263942,provide quality service
242124,provided what I needed
295110,quality
188294,quality and financial rating of the company
295896,quality and price
275431,quality and service
205301,Quality customer service and roadside assistance that I receive plus the perks I get in travel for being a AAA customer.
237026,quality customer service price
225312,Quality LOCAL people
247936,quality of coverage
256820,"Quality of coverage and pricing, reputation of the carrier"
268738,quality of service and promptness in settling claims
202089,Quality service
260896,quality service
190036,"Quick and easy claims process, accessibility of local agent and high level of customer service."
221942,quick claim response
210345,quick claims
194812,Quick response to claims
211063,quick response to my needs
192742,"quick response to questions and personal contact when there is a problem, such as needing towing or windshield repair, etc.  Explains our options for coverage so it can be easily understood."
208271,"quick, efficient claims processing with a smile"
229554,raise rates without notice
228700,"Raised out rates for no other reason than telling us, there were more accidents in South Carolina, even though we haven't had any ourselves."
188348,Raising fee each year with no claims
203684,rarely make recommendations
190858,Rasied rates after a flood on the car.
187727,Rate
227585,rate
262082,Rate and Good Customer Service
191741,rate and quality of claims
204147,rate increases are getting out of hand
248218,"Rate, ease of enrollment."
279911,"Rate, montly payment, good customer service"
188768,Rates
203091,RATES
205661,Rates
206476,rates
217633,rates
217647,rates
243979,Rates
289473,Rates
243966,Rates and claim response
217774,rates and reputation
223516,Rates and service
203683,Rates are competitive and service is adequate
213105,"Rates are competitive, claims are typically easy to resolve"
192048,"Rates are fair, good customer service"
198570,rates are god
